Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
361,27,Male,Jeans,Outerwear,76,Arkansas,M,Red,Fall,2.826683,No,Standard,No,Yes,23,Venmo,Bi-Weekly
1281,56,Male,Shirt,Clothing,71,New Mexico,S,Black,Fall,4.251949,No,Next Day Air,No,No,1,Venmo,Quarterly
2478,33,Male,Shoes,Clothing,93,West Virginia,L,Gold,Summer,4.73574,No,Free Shipping,No,Yes,16,Cash,Bi-Weekly
911,64,Male,Dress,Clothing,59,Illinois,M,Green,Summer,4.396262,No,Free Shipping,No,Yes,39,Debit Card,Every 3 Months
1279,67,Male,Scarf,Footwear,79,Louisiana,M,Pink,Winter,3.986332,Yes,Standard,No,No,24,Debit Card,Fortnightly
721,24,Female,Blouse,Outerwear,45,Washington,XL,Magenta,Winter,4.117238,No,Free Shipping,Yes,No,35,PayPal,Bi-Weekly
1149,38,Female,Jacket,Clothing,86,Kentucky,M,Green,Spring,4.64421,No,Free Shipping,No,No,22,Bank Transfer,Fortnightly
3156,46,Male,Jewelry,Clothing,73,Texas,M,Lavender,Spring,4.543969,Yes,Free Shipping,No,No,29,PayPal,Weekly
1859,60,Female,Scarf,Accessories,78,Idaho,M,Blue,Winter,4.201793,No,Store Pickup,Yes,Yes,34,Cash,Weekly
1418,43,Female,Coat,Footwear,62,Indiana,M,Silver,Fall,3.585313,Yes,Store Pickup,Yes,No,7,Cash,Quarterly
3594,25,Female,Hoodie,Clothing,77,New Jersey,L,White,Fall,3.843448,No,2-Day Shipping,No,No,44,PayPal,Bi-Weekly
1605,25,Male,Skirt,Accessories,65,Georgia,M,Yellow,Fall,3.566794,No,2-Day Shipping,Yes,No,4,PayPal,Weekly
2878,40,Male,Hoodie,Clothing,76,Maryland,L,Red,Winter,3.834259,No,2-Day Shipping,No,Yes,40,Cash,Annually
679,57,Male,Sweater,Footwear,56,Texas,L,Orange,Summer,3.106272,No,Next Day Air,No,No,25,Credit Card,Quarterly
766,69,Male,Socks,Outerwear,85,Connecticut,L,Blue,Summer,3.935275,Yes,Express,No,Yes,32,Credit Card,Annually
1549,21,Female,Sandals,Clothing,20,Georgia,L,Maroon,Winter,3.828943,No,Free Shipping,Yes,Yes,27,Credit Card,Monthly
2226,20,Male,Coat,Clothing,45,North Carolina,M,Charcoal,Spring,2.733117,No,Store Pickup,No,No,29,Cash,Quarterly
1829,62,Female,Sneakers,Clothing,33,Pennsylvania,M,Brown,Spring,2.636117,No,2-Day Shipping,Yes,No,9,Venmo,Bi-Weekly
3530,46,Male,Scarf,Clothing,98,Massachusetts,L,Red,Fall,3.7237,No,2-Day Shipping,No,No,25,PayPal,Quarterly
1493,40,Male,Boots,Accessories,59,Alabama,M,Cyan,Winter,4.014729,No,Next Day Air,Yes,No,45,Bank Transfer,Bi-Weekly
316,52,Male,Jeans,Accessories,35,Texas,M,Teal,Spring,3.405212,No,Free Shipping,Yes,No,10,Credit Card,Annually
1494,33,Female,Skirt,Clothing,55,Indiana,S,Purple,Summer,2.522413,No,Next Day Air,Yes,No,30,Venmo,Every 3 Months
801,53,Female,Sweater,Clothing,34,Virginia,L,Purple,Winter,4.084233,Yes,Next Day Air,Yes,Yes,10,Credit Card,Weekly
3718,29,Male,Jacket,Clothing,23,Wyoming,M,Brown,Spring,4.352829,No,Express,No,No,28,PayPal,Every 3 Months
2137,61,Male,Sandals,Clothing,45,Rhode Island,M,Lavender,Fall,4.918922,No,Next Day Air,Yes,No,26,Cash,Fortnightly
1178,56,Female,Shoes,Clothing,45,Alaska,L,Green,Spring,3.122546,No,Store Pickup,Yes,Yes,30,Venmo,Fortnightly
3804,51,Female,Jewelry,Accessories,58,Connecticut,L,Teal,Fall,3.646742,No,Next Day Air,Yes,No,28,Credit Card,Every 3 Months
2113,43,Male,Skirt,Clothing,95,Mississippi,XL,Indigo,Spring,4.382868,No,2-Day Shipping,Yes,Yes,22,PayPal,Monthly
1852,65,Male,Gloves,Outerwear,95,Missouri,M,Magenta,Summer,4.319531,Yes,Free Shipping,No,Yes,12,PayPal,Monthly
539,20,Male,Pants,Clothing,21,Virginia,XL,Turquoise,Summer,4.56476,Yes,Free Shipping,No,Yes,37,Credit Card,Weekly
2622,42,Male,Dress,Clothing,78,North Carolina,L,Yellow,Fall,3.68374,Yes,Store Pickup,Yes,No,39,Credit Card,Monthly
596,31,Male,Hoodie,Accessories,94,Minnesota,M,Yellow,Spring,2.930376,Yes,Standard,No,No,46,Bank Transfer,Quarterly
235,64,Male,Scarf,Clothing,96,Delaware,XL,Indigo,Summer,4.074151,No,Free Shipping,No,Yes,25,PayPal,Every 3 Months
2658,25,Male,Hat,Accessories,63,Michigan,M,Violet,Winter,4.740897,No,Express,No,Yes,30,Debit Card,Monthly
268,39,Male,Hat,Accessories,79,Florida,M,Olive,Spring,4.576595,Yes,Free Shipping,Yes,Yes,19,Credit Card,Weekly
1772,25,Male,Gloves,Clothing,27,Ohio,M,Maroon,Fall,2.546302,Yes,Store Pickup,Yes,Yes,34,PayPal,Fortnightly
1171,19,Female,Scarf,Clothing,49,Michigan,XL,Black,Spring,2.519975,No,Express,Yes,No,20,Bank Transfer,Fortnightly
323,50,Male,Dress,Clothing,97,California,M,Purple,Spring,4.965532,No,Free Shipping,No,Yes,37,Debit Card,Monthly
2677,24,Female,Sunglasses,Clothing,90,Nebraska,M,Magenta,Summer,3.140296,No,Standard,Yes,No,6,Cash,Bi-Weekly
150,54,Male,Boots,Footwear,54,Alaska,M,Pink,Summer,3.890193,No,2-Day Shipping,Yes,No,49,PayPal,Annually
929,41,Male,Hat,Clothing,72,Alaska,M,Pink,Spring,3.653885,No,2-Day Shipping,No,Yes,38,PayPal,Fortnightly
3484,66,Male,Sandals,Clothing,23,Alaska,M,Magenta,Winter,3.437264,No,Standard,No,Yes,11,Venmo,Bi-Weekly
2060,52,Male,Scarf,Accessories,68,Colorado,M,Charcoal,Fall,3.979867,No,Next Day Air,Yes,No,20,Bank Transfer,Quarterly
1442,55,Female,Shorts,Outerwear,80,Rhode Island,XL,Red,Spring,2.840194,No,Express,Yes,No,15,Venmo,Weekly
3678,48,Male,Backpack,Accessories,96,Oregon,XL,Lavender,Fall,3.65158,Yes,Express,No,No,40,Cash,Fortnightly
2322,35,Male,Jeans,Clothing,34,Texas,M,Violet,Spring,4.386722,No,Free Shipping,No,No,23,PayPal,Annually
2457,59,Female,Jacket,Outerwear,39,Illinois,M,Peach,Fall,3.51949,No,Free Shipping,No,No,25,Debit Card,Bi-Weekly
2280,68,Female,Shorts,Clothing,59,California,S,Maroon,Fall,3.6459,No,2-Day Shipping,Yes,Yes,29,Cash,Bi-Weekly
3740,40,Male,Jeans,Footwear,23,Missouri,M,Lavender,Summer,4.380445,Yes,Standard,Yes,Yes,21,Cash,Fortnightly
362,55,Male,Backpack,Clothing,82,Nebraska,L,Yellow,Spring,4.963981,No,2-Day Shipping,Yes,No,21,Bank Transfer,Bi-Weekly
2631,44,Female,T-shirt,Clothing,91,Montana,S,Charcoal,Spring,3.546078,No,Free Shipping,Yes,Yes,11,PayPal,Weekly
271,39,Female,Shirt,Accessories,80,Vermont,M,Yellow,Winter,3.15138,No,Store Pickup,No,Yes,5,Venmo,Annually
2265,65,Male,Jacket,Outerwear,45,Indiana,L,Cyan,Summer,2.910715,No,2-Day Shipping,No,Yes,18,PayPal,Weekly
1528,35,Male,Coat,Clothing,96,Alabama,XL,Black,Winter,3.411195,No,Free Shipping,No,No,49,Venmo,Annually
1381,19,Male,Jacket,Clothing,60,Iowa,L,Violet,Summer,3.42831,No,Next Day Air,Yes,Yes,16,Cash,Bi-Weekly
3791,26,Male,Jacket,Clothing,83,Virginia,L,Pink,Fall,4.253394,Yes,Express,Yes,No,8,PayPal,Weekly
157,68,Male,Sandals,Accessories,23,Nebraska,M,Magenta,Spring,2.554326,No,Express,No,No,2,PayPal,Weekly
3771,55,Female,Jewelry,Outerwear,88,Arizona,M,Cyan,Spring,4.611819,No,Free Shipping,No,Yes,31,Debit Card,Monthly
1669,57,Male,Belt,Clothing,55,Colorado,M,Yellow,Spring,3.658851,Yes,Standard,No,No,28,Bank Transfer,Annually
2657,52,Male,T-shirt,Accessories,43,Nevada,S,Indigo,Fall,4.770715,No,Next Day Air,Yes,No,19,PayPal,Fortnightly
3756,45,Male,Boots,Accessories,32,South Dakota,L,Red,Fall,4.556736,No,Standard,Yes,No,33,Bank Transfer,Every 3 Months
3104,67,Male,Jacket,Accessories,52,Idaho,M,Indigo,Summer,4.669216,Yes,Store Pickup,Yes,No,36,PayPal,Bi-Weekly
2828,60,Male,Coat,Accessories,47,South Carolina,S,Olive,Winter,4.280161,No,Standard,Yes,No,9,Credit Card,Every 3 Months
2636,43,Male,Skirt,Accessories,82,New Hampshire,M,Brown,Fall,2.887221,No,2-Day Shipping,No,Yes,8,Debit Card,Every 3 Months
3648,64,Male,Scarf,Footwear,80,Kansas,M,Green,Spring,3.475235,Yes,Free Shipping,Yes,No,11,Bank Transfer,Weekly
759,46,Female,Blouse,Footwear,98,Illinois,XL,Gray,Spring,4.881218,No,Store Pickup,No,Yes,44,Venmo,Bi-Weekly
2158,56,Male,Sneakers,Accessories,46,Nebraska,L,Pink,Spring,3.74873,No,Free Shipping,No,Yes,39,Venmo,Annually
225,26,Female,T-shirt,Accessories,72,Wyoming,S,Cyan,Winter,4.891518,No,Store Pickup,No,Yes,49,Credit Card,Fortnightly
1175,53,Male,Socks,Clothing,34,Virginia,L,Yellow,Summer,2.507868,No,Standard,No,Yes,30,Credit Card,Weekly
1041,36,Male,Jewelry,Accessories,70,Washington,M,Gold,Winter,4.117378,No,Store Pickup,No,Yes,33,Venmo,Quarterly
2106,50,Male,Coat,Clothing,98,Georgia,L,Black,Summer,2.662089,Yes,Next Day Air,Yes,Yes,18,Cash,Annually
2165,38,Male,Blouse,Accessories,82,Nevada,L,Beige,Winter,4.212021,Yes,2-Day Shipping,Yes,No,38,PayPal,Every 3 Months
946,66,Male,Jacket,Clothing,35,Hawaii,L,Olive,Winter,2.942061,No,Next Day Air,Yes,Yes,7,Cash,Annually
2526,18,Female,Backpack,Outerwear,86,Michigan,M,Purple,Spring,4.428637,Yes,Standard,No,Yes,2,Credit Card,Bi-Weekly
390,52,Male,Jewelry,Clothing,86,Nevada,L,Yellow,Winter,4.790452,No,Store Pickup,Yes,No,34,Venmo,Bi-Weekly
3267,66,Male,Coat,Footwear,47,Arkansas,L,Gray,Summer,2.884951,No,Free Shipping,No,No,20,Debit Card,Fortnightly
1891,27,Male,Belt,Clothing,78,Maine,L,Green,Summer,4.491439,Yes,Free Shipping,Yes,Yes,32,Debit Card,Quarterly
3603,49,Female,Hat,Accessories,28,Pennsylvania,XL,Lavender,Spring,2.671633,Yes,Standard,No,Yes,7,Cash,Every 3 Months
2613,46,Male,Sandals,Outerwear,98,California,XL,Gray,Winter,3.773918,No,Free Shipping,Yes,No,30,Bank Transfer,Every 3 Months
1481,24,Female,Sweater,Footwear,97,Maryland,M,Teal,Summer,4.296141,No,Express,Yes,Yes,3,Cash,Weekly
2722,58,Male,Blouse,Clothing,65,Michigan,M,Pink,Winter,4.75503,No,Next Day Air,No,Yes,26,Cash,Monthly
2170,58,Male,Backpack,Clothing,54,Alaska,M,Orange,Summer,4.768948,Yes,Next Day Air,No,No,14,PayPal,Quarterly
2781,61,Male,Blouse,Accessories,97,Arkansas,XL,Orange,Summer,3.113148,No,Standard,No,Yes,43,Venmo,Fortnightly
796,28,Male,Blouse,Footwear,86,Maryland,M,Pink,Fall,3.142116,No,2-Day Shipping,No,No,36,Credit Card,Fortnightly
1814,41,Male,Belt,Clothing,85,New Hampshire,S,Magenta,Spring,3.596638,No,2-Day Shipping,No,No,12,PayPal,Annually
3069,68,Female,Hat,Outerwear,94,Connecticut,XL,Blue,Fall,2.572736,Yes,Next Day Air,No,No,21,Cash,Fortnightly
436,51,Male,Hat,Footwear,56,Minnesota,XL,Beige,Summer,3.124404,Yes,2-Day Shipping,Yes,Yes,36,Cash,Every 3 Months
1491,64,Male,Jacket,Clothing,61,Wisconsin,L,Blue,Spring,4.071428,Yes,Free Shipping,Yes,Yes,38,Cash,Fortnightly
681,28,Female,Coat,Footwear,33,New Hampshire,L,Gray,Summer,3.774364,No,Next Day Air,Yes,Yes,33,Debit Card,Monthly
1246,23,Male,Jacket,Clothing,83,Maine,M,Teal,Fall,4.772977,No,Store Pickup,Yes,No,45,Bank Transfer,Every 3 Months
1471,59,Male,Scarf,Footwear,68,New Jersey,M,Silver,Spring,4.680245,Yes,2-Day Shipping,Yes,No,1,Cash,Bi-Weekly
2980,28,Male,Coat,Footwear,69,Hawaii,M,Peach,Spring,4.745126,No,Store Pickup,Yes,No,44,Credit Card,Annually
2366,35,Male,Gloves,Footwear,77,Wyoming,M,Maroon,Summer,4.195896,No,Store Pickup,Yes,Yes,6,Debit Card,Quarterly
1185,27,Male,Blouse,Clothing,36,Oregon,M,Green,Winter,2.667927,Yes,Express,Yes,Yes,18,PayPal,Quarterly
1413,65,Male,Backpack,Footwear,32,Maryland,S,Green,Winter,4.061661,No,Store Pickup,No,Yes,4,Debit Card,Bi-Weekly
512,46,Male,Gloves,Clothing,86,Kentucky,M,Maroon,Winter,4.688887,No,Standard,Yes,No,37,Bank Transfer,Every 3 Months
975,24,Male,Sandals,Accessories,38,Pennsylvania,M,Brown,Spring,3.055905,No,Free Shipping,No,Yes,2,Bank Transfer,Every 3 Months
522,54,Female,Socks,Accessories,89,Alaska,XL,Purple,Fall,3.823327,No,2-Day Shipping,No,No,5,Venmo,Quarterly
1168,32,Male,Sneakers,Accessories,50,Vermont,M,Gold,Fall,2.634164,No,Standard,No,No,26,Debit Card,Annually
2755,30,Female,Sweater,Footwear,70,West Virginia,L,Lavender,Fall,3.161958,No,2-Day Shipping,No,Yes,8,Debit Card,Annually
2908,20,Female,Skirt,Clothing,75,New Hampshire,L,Beige,Fall,4.356107,No,Standard,No,Yes,38,Venmo,Quarterly
2965,49,Female,Jewelry,Outerwear,94,West Virginia,S,Indigo,Spring,3.452314,No,Store Pickup,No,Yes,33,Cash,Every 3 Months
2729,43,Male,Skirt,Clothing,42,South Carolina,L,Gray,Summer,4.979643,Yes,Express,Yes,No,1,Credit Card,Monthly
1776,58,Male,Sandals,Accessories,74,Alabama,M,Indigo,Summer,2.825415,Yes,Next Day Air,No,No,36,Credit Card,Weekly
1819,49,Male,Skirt,Clothing,44,New Mexico,M,Purple,Summer,3.985191,No,Store Pickup,No,Yes,6,Bank Transfer,Monthly
1342,40,Female,Belt,Accessories,56,Florida,XL,Silver,Fall,4.083545,Yes,Store Pickup,Yes,No,42,Debit Card,Monthly
1679,36,Male,Skirt,Footwear,22,Kansas,L,Brown,Winter,2.799798,No,Free Shipping,Yes,Yes,44,Credit Card,Every 3 Months
2632,38,Male,Belt,Clothing,25,Vermont,L,White,Winter,4.238106,No,Standard,Yes,No,10,Credit Card,Fortnightly
892,38,Male,Jeans,Clothing,37,Wisconsin,S,Lavender,Summer,3.727119,No,Free Shipping,Yes,Yes,42,Credit Card,Every 3 Months
206,48,Male,Skirt,Clothing,27,New Hampshire,M,Olive,Winter,2.857975,No,Express,No,Yes,31,Bank Transfer,Monthly
3356,48,Male,Sneakers,Clothing,72,Maryland,M,Magenta,Fall,2.572807,No,2-Day Shipping,No,No,17,Debit Card,Monthly
149,56,Female,Jacket,Accessories,67,Ohio,M,Magenta,Winter,2.875386,No,Free Shipping,No,No,48,PayPal,Every 3 Months
1549,61,Male,Shirt,Clothing,73,Illinois,L,Indigo,Summer,4.540154,Yes,Free Shipping,No,No,43,PayPal,Weekly
3697,62,Male,Shorts,Accessories,59,Connecticut,M,Teal,Summer,2.913649,No,Next Day Air,No,Yes,28,Venmo,Quarterly
3241,44,Male,Sweater,Accessories,79,Kansas,S,Teal,Fall,3.799865,Yes,Free Shipping,No,No,35,Bank Transfer,Bi-Weekly
3462,51,Male,Hoodie,Accessories,74,Kentucky,XL,Black,Spring,4.909607,Yes,Store Pickup,Yes,No,17,Credit Card,Fortnightly
3289,65,Male,Jeans,Clothing,49,Indiana,M,Red,Fall,3.501163,No,Store Pickup,Yes,No,17,Venmo,Annually
3608,52,Male,Handbag,Footwear,88,Alaska,M,Indigo,Summer,4.334884,Yes,2-Day Shipping,No,No,41,Debit Card,Annually
2762,18,Male,Blouse,Clothing,88,Hawaii,M,Teal,Winter,4.913199,No,Next Day Air,No,Yes,1,Bank Transfer,Weekly
3245,46,Female,Handbag,Accessories,34,Idaho,M,Yellow,Summer,3.538798,No,2-Day Shipping,Yes,No,4,Credit Card,Monthly
122,29,Female,Dress,Clothing,64,Montana,M,Violet,Fall,4.400038,No,Standard,No,No,17,Debit Card,Annually
3046,64,Female,Belt,Accessories,78,Vermont,S,Orange,Summer,2.875951,No,Free Shipping,Yes,Yes,7,Cash,Quarterly
3169,21,Female,Socks,Accessories,91,Hawaii,M,Gray,Winter,3.844708,No,Next Day Air,Yes,No,33,Venmo,Monthly
3733,23,Female,Skirt,Clothing,86,Connecticut,L,Yellow,Summer,2.640641,No,2-Day Shipping,No,Yes,3,Venmo,Fortnightly
578,67,Female,Dress,Outerwear,69,Nevada,M,Peach,Summer,4.905611,No,Free Shipping,Yes,Yes,5,Bank Transfer,Annually
2955,44,Male,Hat,Footwear,24,New Hampshire,L,Red,Summer,3.536865,No,Standard,No,Yes,18,Credit Card,Fortnightly
1875,61,Male,Hoodie,Accessories,47,Minnesota,M,White,Spring,2.574877,No,Next Day Air,Yes,No,18,Cash,Weekly
320,61,Female,T-shirt,Footwear,80,Idaho,M,Blue,Spring,4.947824,No,Express,Yes,No,27,Venmo,Fortnightly
1142,33,Male,Shorts,Clothing,77,Illinois,L,Silver,Fall,3.968327,No,2-Day Shipping,No,No,14,Cash,Every 3 Months
458,54,Female,Sunglasses,Clothing,76,Illinois,L,Blue,Winter,2.731582,No,Free Shipping,No,No,20,Credit Card,Monthly
3679,27,Male,Shorts,Clothing,33,Nevada,M,Brown,Spring,3.042261,No,2-Day Shipping,No,Yes,36,Credit Card,Bi-Weekly
340,51,Male,Boots,Clothing,58,South Dakota,S,Gray,Fall,3.735969,No,Free Shipping,Yes,No,25,PayPal,Fortnightly
3241,39,Female,T-shirt,Outerwear,70,Mississippi,M,Turquoise,Fall,3.263654,No,Free Shipping,No,Yes,36,Cash,Fortnightly
630,63,Male,Handbag,Clothing,34,Michigan,M,Magenta,Spring,4.577039,No,Free Shipping,Yes,No,22,Debit Card,Bi-Weekly
2273,46,Male,Sunglasses,Clothing,58,Alabama,M,Cyan,Fall,3.443398,Yes,Store Pickup,No,No,42,Cash,Monthly
1454,44,Male,Sweater,Outerwear,39,New York,L,Charcoal,Spring,2.53483,No,Next Day Air,Yes,Yes,13,Bank Transfer,Fortnightly
1730,39,Male,Handbag,Accessories,89,Oklahoma,L,Lavender,Fall,3.827689,No,Free Shipping,Yes,Yes,32,Credit Card,Quarterly
1305,62,Male,Backpack,Accessories,33,Oklahoma,M,Green,Winter,2.783815,No,Standard,No,No,13,Credit Card,Monthly
249,24,Male,Skirt,Clothing,65,Maine,M,White,Summer,3.123748,No,Next Day Air,No,Yes,34,Credit Card,Annually
1018,27,Female,Dress,Outerwear,75,Montana,M,Gold,Fall,3.916126,No,Store Pickup,No,No,29,Debit Card,Annually
3223,27,Male,Jacket,Accessories,42,Utah,M,White,Summer,4.629308,Yes,Express,Yes,No,17,Cash,Quarterly
2635,51,Female,Sweater,Accessories,93,Connecticut,L,Teal,Fall,2.902878,No,2-Day Shipping,No,No,2,Venmo,Every 3 Months
3721,37,Female,Boots,Clothing,65,Mississippi,S,Teal,Winter,3.473065,No,Free Shipping,No,Yes,14,Credit Card,Annually
2156,29,Male,Blouse,Clothing,93,Illinois,XL,Black,Summer,4.427093,Yes,Store Pickup,No,Yes,30,Credit Card,Quarterly
524,67,Male,Skirt,Clothing,67,Michigan,M,Magenta,Winter,4.936124,No,Store Pickup,No,Yes,27,Bank Transfer,Fortnightly
3716,20,Male,Skirt,Clothing,31,Washington,L,Cyan,Fall,3.798833,Yes,Express,Yes,Yes,45,Cash,Fortnightly
1137,57,Male,Shirt,Footwear,23,Virginia,M,Black,Fall,3.848029,No,Store Pickup,Yes,Yes,49,Credit Card,Quarterly
3248,35,Male,Hoodie,Clothing,51,Pennsylvania,L,Peach,Winter,4.778411,Yes,Next Day Air,Yes,No,47,Bank Transfer,Every 3 Months
319,49,Female,Shirt,Clothing,52,Mississippi,M,Yellow,Winter,4.531668,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Annually
2762,37,Male,Jacket,Accessories,25,Wisconsin,S,Lavender,Fall,4.94722,No,Express,Yes,Yes,41,PayPal,Quarterly
2765,57,Male,Handbag,Clothing,53,Tennessee,M,Gray,Fall,4.159584,No,Free Shipping,Yes,Yes,22,PayPal,Bi-Weekly
2242,29,Male,Sneakers,Accessories,95,Pennsylvania,M,Cyan,Fall,3.298641,No,Express,No,Yes,10,Venmo,Monthly
1462,30,Female,Backpack,Clothing,82,New Hampshire,S,Magenta,Winter,4.134051,Yes,Next Day Air,Yes,Yes,26,Venmo,Quarterly
3167,48,Male,Backpack,Clothing,43,Oregon,M,Blue,Summer,3.036299,No,Store Pickup,Yes,Yes,5,PayPal,Every 3 Months
3862,26,Female,Dress,Accessories,29,Pennsylvania,XL,Peach,Summer,3.152131,Yes,Express,No,No,34,Venmo,Bi-Weekly
1833,46,Female,Skirt,Clothing,26,Nevada,L,Blue,Winter,4.873525,No,2-Day Shipping,Yes,No,16,Bank Transfer,Fortnightly
3443,66,Male,Shirt,Clothing,55,Ohio,S,Pink,Summer,4.357271,No,Standard,No,No,36,Bank Transfer,Fortnightly
3407,55,Male,Skirt,Clothing,80,New Hampshire,M,Black,Summer,3.361668,Yes,Store Pickup,Yes,Yes,3,Debit Card,Fortnightly
230,23,Male,Hat,Clothing,74,Oregon,M,Gray,Spring,3.679126,No,Standard,No,No,7,Credit Card,Quarterly
903,66,Male,Jewelry,Clothing,78,South Carolina,S,Lavender,Summer,4.411854,Yes,Standard,Yes,No,21,Cash,Fortnightly
1841,40,Female,Pants,Footwear,41,California,M,White,Summer,4.41588,No,Free Shipping,Yes,No,8,Bank Transfer,Fortnightly
3336,25,Male,Sneakers,Accessories,68,New Jersey,M,Red,Spring,4.757507,Yes,2-Day Shipping,Yes,Yes,32,PayPal,Every 3 Months
1367,30,Male,Dress,Footwear,26,Washington,M,Silver,Summer,3.815375,No,2-Day Shipping,No,No,1,Cash,Weekly
1474,38,Male,Shirt,Clothing,20,North Dakota,S,Gold,Spring,3.673437,Yes,Store Pickup,Yes,No,7,Venmo,Bi-Weekly
545,32,Male,Blouse,Accessories,75,Arizona,S,White,Spring,4.940034,No,Store Pickup,No,No,9,Venmo,Weekly
2720,20,Male,Scarf,Accessories,54,Texas,S,Red,Winter,3.97161,No,Next Day Air,No,No,11,Venmo,Annually
447,31,Male,Shorts,Clothing,59,Minnesota,S,Green,Spring,3.9365,No,Express,No,No,49,Debit Card,Bi-Weekly
1380,28,Male,Coat,Clothing,63,New Hampshire,M,Blue,Winter,4.370947,No,Standard,Yes,Yes,2,Bank Transfer,Weekly
3566,19,Male,Sandals,Footwear,24,Oklahoma,L,Beige,Spring,3.155387,No,Standard,Yes,Yes,9,Bank Transfer,Annually
2118,65,Male,Jewelry,Clothing,80,Alaska,L,Orange,Fall,4.750824,No,Express,No,No,39,Venmo,Fortnightly
148,52,Male,Boots,Footwear,32,Arkansas,M,Charcoal,Spring,3.680408,No,Store Pickup,Yes,Yes,46,Cash,Annually
3369,35,Female,Belt,Footwear,71,Ohio,S,Pink,Fall,3.95385,No,2-Day Shipping,Yes,No,1,Debit Card,Quarterly
2037,67,Female,Jeans,Clothing,95,Ohio,M,Black,Fall,4.497707,No,Standard,Yes,No,31,Venmo,Bi-Weekly
2007,64,Male,T-shirt,Footwear,29,Wyoming,M,Turquoise,Fall,4.999171,No,Free Shipping,Yes,Yes,13,Debit Card,Every 3 Months
1699,32,Male,Gloves,Clothing,25,Indiana,M,Teal,Spring,4.387021,No,Express,Yes,No,16,PayPal,Fortnightly
3704,29,Female,Socks,Clothing,62,New York,M,Red,Winter,3.756184,No,Express,Yes,No,36,PayPal,Monthly
989,48,Female,Shirt,Outerwear,52,Georgia,M,Violet,Winter,4.913465,Yes,Free Shipping,No,No,48,Cash,Fortnightly
185,23,Male,Jeans,Footwear,45,Illinois,M,White,Winter,3.894219,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly
856,30,Male,Sandals,Accessories,46,Illinois,L,Beige,Winter,3.433532,No,2-Day Shipping,Yes,No,26,Venmo,Annually
3557,22,Male,Sneakers,Clothing,95,Montana,M,Olive,Summer,2.706109,No,2-Day Shipping,Yes,Yes,34,Cash,Monthly
2624,47,Male,Backpack,Clothing,35,Tennessee,L,Green,Fall,2.602253,Yes,2-Day Shipping,Yes,No,49,Credit Card,Quarterly
1901,42,Female,Sweater,Clothing,60,Georgia,L,Beige,Fall,4.615658,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
810,44,Male,Sunglasses,Accessories,55,Louisiana,S,Pink,Summer,2.598962,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
3357,61,Male,Belt,Clothing,90,North Dakota,L,Teal,Fall,3.471592,No,Store Pickup,No,No,22,Venmo,Bi-Weekly
349,52,Male,Shoes,Accessories,80,North Dakota,S,Charcoal,Spring,3.654717,No,Store Pickup,Yes,No,4,Venmo,Fortnightly
844,63,Male,Hat,Clothing,75,Montana,S,Olive,Summer,4.429417,No,Free Shipping,No,No,3,Debit Card,Every 3 Months
605,46,Female,Hoodie,Accessories,57,Delaware,M,Maroon,Winter,3.907671,Yes,Free Shipping,Yes,Yes,34,PayPal,Bi-Weekly
1051,30,Male,Scarf,Footwear,98,New Jersey,M,Red,Winter,4.221718,No,Free Shipping,No,Yes,40,Credit Card,Bi-Weekly
3389,26,Male,T-shirt,Footwear,66,Nebraska,M,Cyan,Fall,2.817581,No,Standard,Yes,Yes,18,Debit Card,Fortnightly
2334,35,Male,Shoes,Clothing,76,Missouri,M,Peach,Spring,2.744503,No,Express,No,No,29,Debit Card,Bi-Weekly
2459,18,Male,T-shirt,Clothing,57,Kentucky,M,Cyan,Fall,3.921087,No,Store Pickup,No,Yes,24,Debit Card,Weekly
3651,44,Female,Hat,Clothing,73,Missouri,M,Maroon,Winter,3.399562,No,2-Day Shipping,Yes,Yes,12,Venmo,Annually
925,49,Male,Blouse,Accessories,68,Indiana,M,Charcoal,Fall,3.637089,Yes,Standard,No,No,11,Credit Card,Bi-Weekly
2292,64,Male,Shoes,Outerwear,20,Delaware,M,Red,Spring,3.113106,Yes,Standard,No,Yes,42,Debit Card,Quarterly
2231,35,Male,Shirt,Clothing,29,Hawaii,M,Yellow,Fall,3.786387,No,Store Pickup,No,No,9,PayPal,Annually
668,33,Male,Sneakers,Footwear,35,Delaware,S,Gold,Winter,3.087654,No,Free Shipping,Yes,No,7,Cash,Fortnightly
2477,35,Male,Pants,Clothing,88,North Carolina,L,Yellow,Summer,4.790634,No,Express,No,Yes,15,PayPal,Monthly
1013,27,Female,Hoodie,Clothing,24,Tennessee,M,Magenta,Fall,3.035655,Yes,Standard,Yes,No,10,Cash,Quarterly
679,58,Male,Jacket,Clothing,33,West Virginia,L,Black,Spring,4.465931,No,Free Shipping,No,No,36,Bank Transfer,Every 3 Months
3124,52,Male,Jewelry,Footwear,81,California,M,Red,Winter,4.91612,Yes,Free Shipping,No,No,39,Debit Card,Bi-Weekly
